0,38.0
1,40.0
2,41.0
3,40.0
4,39.0
5,41.0
6,41.0
7,41.0
8,41.0
9,42.0
10,41.0
11,39.0
12,39.0
13,39.0
14,41.0
15,40.0
16,41.0
17,41.0
18,42.0
19,40.0
20,41.0
21,41.0
22,41.0
23,42.0
24,41.0
25,41.0
26,41.0
27,42.0
28,41.0
29,39.0
30,42.0
31,41.0
32,40.0
33,40.0
34,42.0
35,39.0
36,42.0
37,41.0
38,41.0
39,40.0
40,40.0
41,40.0
42,40.0
43,41.0
44,40.0
45,40.0
46,41.0
47,39.0
48,42.0
49,41.0
50,41.0
51,40.0
52,40.0
53,40.0
54,39.0
55,41.0
56,38.0
57,40.0
58,40.0
59,41.0
60,41.0
61,40.0
62,40.0
63,41.0
64,40.0
65,40.0
66,41.0
67,40.0
68,41.0
69,41.0
70,40.0
71,39.0
72,40.0
73,43.0
74,41.0
75,40.0
76,40.0
77,40.0
78,40.0
79,42.0
80,41.0
81,41.0
82,41.0
83,41.0
84,41.0
85,41.0
86,40.0
87,39.0
88,41.0
89,40.0
90,41.0
91,43.0
92,40.0
93,40.0
94,40.0
95,41.0
96,41.0
97,40.0
98,41.0
99,42.0
100,40.0
101,42.0
102,41.0
103,40.0
104,40.0
105,40.0
106,40.0
107,40.0
108,38.0
109,41.0
110,41.0
111,40.0
112,41.0
113,41.0
114,40.0
115,40.0
116,38.0
117,42.0
118,40.0
119,38.0
120,41.0
121,40.0
122,42.0
123,42.0
124,37.0
125,41.0
126,40.0
127,41.0
128,41.0
129,40.0
130,41.0
131,39.0
132,41.0
133,39.0
134,40.0
135,40.0
136,41.0
137,40.0
138,41.0
139,40.0
140,39.0
141,41.0
142,41.0
143,40.0
144,40.0
145,40.0
146,39.0
147,40.0
148,40.0
149,41.0
150,40.0
151,39.0
152,38.0
153,41.0
154,39.0
155,42.0
156,40.0
157,39.0
158,41.0
159,41.0
160,40.0
161,41.0
162,40.0
163,41.0
164,41.0
165,38.0
166,40.0
167,42.0
168,38.0
169,39.0
170,39.0
171,40.0
172,42.0
173,40.0
174,40.0
175,41.0
176,40.0
177,42.0
178,40.0
179,38.0
180,41.0
181,40.0
182,40.0
183,39.0
184,41.0
185,41.0
186,40.0
187,40.0
188,42.0
189,39.0
190,41.0
191,40.0
192,41.0
193,41.0
194,41.0
195,40.0
196,39.0
197,39.0
198,39.0
199,42.0
200,42.0
201,42.0
202,42.0
203,41.0
204,41.0
205,40.0
206,40.0
207,39.0
208,42.0
209,41.0
210,40.0
211,41.0
212,40.0
213,41.0
214,41.0
215,40.0
216,40.0
217,40.0
218,39.0
219,40.0
220,42.0
221,41.0
222,40.0
223,41.0
224,41.0
225,40.0
226,40.0
227,41.0
228,40.0
229,39.0
230,40.0
231,41.0
232,40.0
233,40.0
234,42.0
235,41.0
236,41.0
237,40.0
238,41.0
239,40.0
240,40.0
241,42.0
242,38.0
243,40.0
244,42.0
245,41.0
246,41.0
247,41.0
248,40.0
249,42.0
250,40.0
251,42.0
252,40.0
253,41.0
254,41.0
255,42.0
256,41.0
257,40.0
258,40.0
259,42.0
260,41.0
261,41.0
262,42.0
263,40.0
264,41.0
265,41.0
266,40.0
267,39.0
268,41.0
269,40.0
270,40.0
271,41.0
272,40.0
273,42.0
274,41.0
275,41.0
276,40.0
277,42.0
278,43.0
279,42.0
280,40.0
281,40.0
282,41.0
283,40.0
284,41.0
285,40.0
286,39.0
287,41.0
288,41.0
289,39.0
290,42.0
291,39.0
292,40.0
293,40.0
294,42.0
295,42.0
296,41.0
297,42.0
298,40.0
299,40.0
300,41.0
301,42.0
302,41.0
303,40.0
304,41.0
305,40.0
306,40.0
307,40.0
308,40.0
309,40.0
310,41.0
311,41.0
312,40.0
313,40.0
314,40.0
315,41.0
316,42.0
317,41.0
318,41.0
319,40.0
320,41.0
321,41.0
322,41.0
323,39.0
324,40.0
325,40.0
326,41.0
327,41.0
328,40.0
329,42.0
330,38.0
331,41.0
332,39.0
333,40.0
334,40.0
335,42.0
336,41.0
337,41.0
338,40.0
339,40.0
340,40.0
341,41.0
342,39.0
343,40.0
344,39.0
345,41.0
346,40.0
347,41.0
348,40.0
349,39.0
350,41.0
351,40.0
352,38.0
353,41.0
354,39.0
355,40.0
356,40.0
357,40.0
358,40.0
359,39.0
360,41.0
361,40.0
362,40.0
363,40.0
364,40.0
365,39.0
366,40.0
367,40.0
368,39.0
369,40.0
370,40.0
371,40.0
372,39.0
373,40.0
374,41.0
375,39.0
376,39.0
377,42.0
378,40.0
379,41.0
380,41.0
381,40.0
382,41.0
383,39.0
384,40.0
385,40.0
386,40.0
387,39.0
388,39.0
389,40.0
390,40.0
391,40.0
392,40.0
393,39.0
394,39.0
395,38.0
396,40.0
397,41.0
398,41.0
399,39.0
400,39.0
401,38.0
402,40.0
403,40.0
404,41.0
405,41.0
406,39.0
407,39.0
408,41.0
409,41.0
410,40.0
411,40.0
412,39.0
413,41.0
414,41.0
415,40.0
416,40.0
417,39.0
418,39.0
419,40.0
420,40.0
421,40.0
422,40.0
423,40.0
424,38.0
425,41.0
426,40.0
427,38.0
428,41.0
429,41.0
430,40.0
431,39.0
432,40.0
433,40.0
434,41.0
435,41.0
436,38.0
437,38.0
438,39.0
439,40.0
440,40.0
441,39.0
442,41.0
443,41.0
444,37.0
445,39.0
446,40.0
447,41.0
448,40.0
449,41.0
450,41.0
451,41.0
452,40.0
453,39.0
454,38.0
455,39.0
456,41.0
457,40.0
458,39.0
459,40.0
460,39.0
461,39.0
462,40.0
463,41.0
464,40.0
465,38.0
466,39.0
467,41.0
468,41.0
469,42.0
470,40.0
471,41.0
472,24.0
473,40.0
474,41.0
475,39.0
476,41.0
477,41.0
478,41.0
479,40.0
480,38.0
481,40.0
482,39.0
483,38.0
484,40.0
485,39.0
486,38.0
487,38.0
488,39.0
489,40.0
490,40.0
491,39.0
492,40.0
493,40.0
494,41.0
495,40.0
496,41.0
497,40.0
498,41.0
499,41.0
500,41.0
501,39.0
502,40.0
503,40.0
504,39.0
505,41.0
506,41.0
507,40.0
508,40.0
509,40.0
510,37.0
511,39.0
512,39.0
513,40.0
514,40.0
515,41.0
516,39.0
517,40.0
