0,41.0
1,39.0
2,40.0
3,41.0
4,39.0
5,41.0
6,42.0
7,39.0
8,42.0
9,42.0
10,42.0
11,39.0
12,40.0
13,38.0
14,43.0
15,39.0
16,40.0
17,41.0
18,36.0
19,41.0
20,42.0
21,42.0
22,42.0
23,41.0
24,35.0
25,41.0
26,41.0
27,42.0
28,40.0
29,40.0
30,40.0
31,41.0
32,41.0
33,41.0
34,42.0
35,42.0
36,41.0
37,40.0
38,42.0
39,40.0
40,40.0
41,41.0
42,43.0
43,42.0
44,40.0
45,37.0
46,41.0
47,40.0
48,41.0
49,33.0
50,41.0
51,40.0
52,36.0
53,41.0
54,39.0
55,41.0
56,39.0
57,40.0
58,41.0
59,38.0
60,40.0
61,40.0
62,40.0
63,41.0
64,41.0
65,39.0
66,40.0
67,40.0
68,37.0
69,35.0
70,42.0
71,37.0
72,33.0
73,43.0
74,41.0
75,38.0
76,40.0
77,41.0
78,40.0
79,42.0
80,41.0
81,41.0
82,40.0
83,41.0
84,41.0
85,40.0
86,40.0
87,40.0
88,40.0
89,42.0
90,42.0
91,41.0
92,41.0
93,39.0
94,40.0
95,41.0
96,39.0
97,40.0
98,41.0
99,42.0
100,42.0
101,41.0
102,40.0
103,41.0
104,41.0
105,39.0
106,42.0
107,41.0
108,41.0
109,43.0
110,40.0
111,40.0
112,42.0
113,42.0
114,40.0
115,42.0
116,39.0
117,42.0
118,41.0
119,39.0
120,41.0
121,40.0
122,38.0
123,41.0
124,38.0
125,40.0
126,41.0
127,41.0
128,39.0
129,40.0
130,37.0
131,41.0
132,39.0
133,40.0
134,42.0
135,42.0
136,42.0
137,34.0
138,41.0
139,38.0
140,36.0
141,40.0
142,34.0
143,41.0
144,39.0
145,41.0
146,39.0
147,42.0
148,39.0
149,41.0
150,39.0
151,36.0
152,39.0
153,42.0
154,40.0
155,42.0
156,39.0
157,39.0
158,39.0
159,41.0
160,41.0
161,41.0
162,43.0
163,40.0
164,41.0
165,40.0
166,38.0
167,40.0
168,40.0
169,38.0
170,40.0
171,41.0
172,40.0
173,40.0
174,40.0
175,41.0
176,40.0
177,41.0
178,40.0
179,39.0
180,41.0
181,39.0
182,42.0
183,40.0
184,41.0
185,38.0
186,40.0
187,41.0
188,41.0
189,41.0
190,41.0
191,37.0
192,41.0
193,41.0
194,39.0
195,41.0
196,39.0
197,39.0
198,41.0
199,42.0
200,41.0
201,35.0
202,38.0
203,39.0
204,41.0
205,40.0
206,39.0
207,38.0
208,42.0
209,39.0
210,39.0
211,41.0
212,41.0
213,42.0
214,41.0
215,40.0
216,40.0
217,41.0
218,38.0
219,40.0
220,41.0
221,40.0
222,41.0
223,40.0
224,42.0
225,40.0
226,39.0
227,40.0
228,43.0
229,40.0
230,41.0
231,40.0
232,38.0
233,39.0
234,41.0
235,41.0
236,42.0
237,42.0
238,40.0
239,41.0
240,37.0
241,40.0
242,39.0
243,40.0
244,39.0
245,40.0
246,38.0
247,40.0
248,40.0
249,36.0
250,40.0
251,39.0
252,39.0
253,41.0
254,41.0
255,39.0
256,34.0
257,40.0
258,40.0
259,38.0
260,38.0
261,39.0
262,41.0
263,40.0
264,40.0
265,41.0
266,41.0
267,36.0
268,38.0
269,38.0
270,38.0
271,39.0
272,41.0
273,39.0
274,40.0
275,40.0
276,39.0
277,40.0
278,40.0
279,40.0
280,42.0
281,39.0
282,39.0
283,41.0
284,42.0
285,40.0
286,40.0
287,41.0
288,40.0
289,40.0
290,41.0
291,39.0
292,39.0
293,41.0
294,41.0
295,37.0
296,42.0
297,42.0
298,39.0
299,40.0
300,41.0
301,40.0
302,40.0
303,40.0
304,42.0
305,38.0
306,40.0
307,42.0
308,41.0
309,40.0
310,40.0
311,40.0
312,39.0
313,40.0
314,39.0
315,40.0
316,41.0
317,38.0
318,41.0
319,37.0
320,41.0
321,42.0
322,40.0
323,42.0
324,33.0
325,40.0
326,40.0
327,42.0
328,38.0
329,41.0
330,39.0
331,41.0
332,39.0
333,41.0
334,40.0
335,39.0
336,40.0
337,42.0
338,40.0
339,42.0
340,40.0
341,41.0
342,37.0
343,38.0
344,40.0
345,41.0
346,40.0
347,39.0
348,39.0
349,36.0
350,41.0
351,36.0
352,37.0
353,41.0
354,39.0
355,39.0
356,40.0
357,35.0
358,41.0
359,38.0
360,40.0
361,40.0
362,41.0
363,28.0
364,39.0
365,41.0
366,40.0
367,40.0
368,35.0
369,41.0
370,39.0
371,40.0
372,38.0
373,39.0
374,40.0
375,37.0
376,39.0
377,41.0
378,42.0
379,40.0
380,40.0
381,40.0
382,39.0
383,39.0
384,40.0
385,39.0
386,40.0
387,35.0
388,38.0
389,40.0
390,41.0
391,42.0
392,41.0
393,40.0
394,42.0
395,34.0
396,43.0
397,41.0
398,41.0
399,42.0
400,39.0
401,39.0
402,40.0
403,40.0
404,42.0
405,42.0
406,39.0
407,41.0
408,39.0
409,39.0
410,39.0
411,40.0
412,39.0
413,39.0
414,38.0
415,39.0
416,40.0
417,40.0
418,40.0
419,40.0
420,39.0
421,42.0
422,39.0
423,41.0
424,42.0
425,40.0
426,39.0
427,40.0
428,40.0
429,40.0
430,41.0
431,33.0
432,40.0
433,41.0
434,40.0
435,41.0
436,36.0
437,40.0
438,38.0
439,39.0
440,39.0
441,39.0
442,40.0
443,41.0
444,40.0
445,40.0
446,40.0
447,39.0
448,39.0
449,40.0
450,39.0
451,40.0
452,39.0
453,41.0
454,42.0
455,40.0
456,41.0
457,40.0
458,40.0
459,37.0
460,40.0
461,40.0
462,39.0
463,40.0
464,37.0
465,34.0
466,41.0
467,33.0
468,39.0
469,40.0
470,33.0
471,39.0
472,36.0
473,41.0
474,41.0
475,35.0
476,41.0
477,40.0
478,40.0
479,40.0
480,39.0
481,38.0
482,39.0
483,39.0
484,41.0
485,39.0
486,40.0
487,41.0
488,42.0
489,38.0
490,41.0
491,41.0
492,37.0
493,40.0
494,40.0
495,40.0
496,43.0
497,41.0
498,41.0
499,39.0
500,42.0
501,40.0
502,41.0
503,38.0
504,41.0
505,41.0
506,38.0
507,39.0
508,39.0
509,39.0
510,40.0
511,42.0
512,25.0
513,40.0
514,43.0
515,41.0
516,40.0
517,41.0
